factor_code,part_number,quantity
610,40-1580,1.0
610,40-1620,1.0
509,9302-240,7.0
509,9300-100,0.15
509,33-1720,0.03
509,33-1160,0.03
509,9302-250,2.0
509,9302-255,2.0
509,33-1340,10.0
509,40-1462,1.0
206,9300-420,0.05
206,33-1120,0.1
611,40-1640,1.0
611,40-1580,1.0
510,9302-240,6.0
510,9300-100,0.05
510,33-1720,0.01
510,33-1160,0.008
510,33-1180,2.0
510,9302-245,3.0
207,9300-440,0.05
207,33-1120,0.1
250.1,0002-10,1.0
250.1,9301-244,1.0
250.1,33-2380,2.0
511,9302-240,6.0
511,9300-100,0.05
511,33-1720,0.01
511,33-1160,0.01
511,33-1180,2.0
511,9302-260,2.0
410,15-2130,1.0
410,15-2140,2.0
410,15-2150,1.0
410,15-2160,1.0
410,40-5218,1.0
410,9301-210,0.12
410,9301-244,1.0
410,33-2380,2.0
350.1,33-2380,2.0
350.1,30-2600,1.0
350.1,9300-488,1.0
350.1,33-2582,1.0
512,9302-240,6.0
512,9300-100,0.05
512,33-1720,0.01
512,33-1160,0.01
512,9302-250,1.0
512,9302-245,2.0
411,15-2130,1.0
411,15-2140,2.0
411,15-2150,1.0
411,15-2160,1.0
411,40-5218,1.0
411,9301-210,0.12
411,9301-244,1.0
411,33-2380,2.0
310,13-1480,1.0
310,15-2020,1.0
310,15-1980,1.0
310,15-1940,2.0
310,15-1620,3.0
310,9301-301,1.0
310,9301-250,2.0
370.21,30-2520,1.0
370.21,33-2380,2.0
370.21,33-1140,1.0
350.2,30-2520,1.0
350.2,30-2600,1.0
350.2,33-4500,1.0
350.2,33-4510,2.0
513,9302-240,4.0
513,9300-100,0.02
513,33-1720,0.0044
513,33-1160,0.0044
513,33-1200,2.0
513,9302-245,4.0
412,15-2130,1.0
412,15-2140,2.0
412,15-2150,1.0
412,15-2160,1.0
412,40-2145,1.0
412,9301-210,0.12
412,9301-244,1.0
412,33-2380,2.0
210,0002-10,1.0
210,10-5440,1.0
350.3,30-2520,1.0
350.3,30-2600,1.0
350.3,33-2380,2.0
350.3,33-2580,1.0
615,40-4020,1.0
514,9302-240,4.0
514,9300-100,0.02
514,33-1720,0.0044
514,33-1160,0.0044
514,33-1180,2.0
514,9302-260,2.0
110,9300-140,0.16
110,9301-120,0.4
110,9301-140,0.6
515,9302-240,4.0
515,9300-100,0.02
515,33-1720,0.0044
515,33-1160,0.0044
515,9302-250,1.0
515,9302-255,1.0
212,20-2121,3.0
212,10-5440,1.0
111,9300-140,0.13
111,9301-120,0.75
111,9301-140,0.25
350.5,30-2520,1.0
350.5,30-2600,1.0
350.5,33-2380,2.0
350.5,9301-244,1.0
516,9302-240,2.0
516,9300-100,0.003
516,33-1720,0.0008
516,33-1160,0.0008
112,9300-140,0.15
112,9301-100,1.0
350.6,33-2380,2.0
350.6,33-1140,1.0
350.6,30-2600,1.0
350.6,9300-489,1.0
517,9302-240,2.0
517,9300-100,0.002
517,33-1720,0.0008
517,33-1160,0.0008
113,9300-140,0.11
113,9301-100,1.0
518,9302-240,2.0
518,9300-100,0.002
518,33-1720,0.0008
518,33-1160,0.0008
518,9302-250,1.0
518,9302-255,1.0
620,40-1860,0.05
519,9302-240,6.0
519,9300-100,0.05
519,33-1720,0.01
519,33-1160,0.008
545.1,33-13025,0.45
545.1,33-1304,4.0
241.1,10-5500,1.0
241.1,30-2440,1.0
241.1,33-2380,2.0
241.1,33-2580,1.0
241.1,33-2040,1.0
621,9300-111,0.08
520,9302-240,4.0
520,9300-100,0.01
520,33-1720,0.0044
520,33-1160,0.0022
544.1,9302-240,7.0
544.1,33-1160,0.03
544.1,9302-270,1.0
544.1,33-1340,3.0
544.1,33-1360,1.0
544.1,33-1180,2.0
544.1,9302-260,2.0
1000,9300-665,0.05
1000,33-1120,0.1
240.1,0002-10,1.0
240.1,15-1160,1.0
240.1,10-5500,1.0
240.1,9301-244,1.0
240.1,33-2380,2.0
521,9302-240,7.0
521,9300-100,0.15
521,33-1720,0.38
521,33-1160,0.38
420,15-1740,1.0
420,15-1750,1.0
420,15-1580,1.0
420,15-1590,2.0
420,40-5218,1.0
420,9301-210,0.12
420,9301-244,1.0
420,33-2380,2.0
1001,9300-666,0.1
1001,33-1120,0.1
340.1,9300-486,1.0
340.1,33-2380,2.0
340.1,33-1140,1.0
340.1,33-2040,1.0
522,9302-240,2.0
522,9300-100,0.01
522,33-1720,0.0008
522,33-1160,0.0004
320,13-1460,1.0
320,15-1920,1.0
320,15-1880,1.0
320,15-1600,3.0
320,9301-301,1.0
320,9301-250,2.0
1002,0042-1,0.1
1002,33-1120,0.1
542.1,9302-240,9.0
542.1,33-1160,0.08
542.1,9302-270,5.0
542.1,33-1340,4.0
542.1,33-1360,1.0
542.1,33-1180,2.0
542.1,9302-260,2.0
523,9302-240,2.0
523,9300-100,0.002
523,33-1720,0.0006
523,33-1160,0.0006
220,15-1160,1.0
220,0002-10,1.0
220,10-5440,1.0
1003,0043-1,0.1
1003,33-1120,0.1
625,40-1880,0.1
340.3,30-2440,1.0
340.3,33-2380,2.0
340.3,33-2040,1.0
340.3,33-2580,1.0
524,9302-240,1.0
221,0002-10,1.0
221,10-5460,1.0
120,9300-160,0.14
120,9301-120,0.4
120,9301-140,0.6
1004,0044-1,0.1
1004,33-1120,0.1
222,0002-10,1.0
222,15-1160,2.0
222,10-5480,1.0
121,9300-160,0.11
121,9301-120,0.75
121,9301-140,0.25
1005,45,0.1
1005,33-1120,0.1
626,9300-281,0.1
525,9302-240,6.0
525,9300-100,0.05
525,33-1720,0.01
525,33-1160,0.01
525,33-1539,2.0
627,40-1890,0.07
340.5,30-2440,1.0
340.5,33-2380,2.0
340.5,33-2040,1.0
340.5,9301-244,1.0
526,9302-240,4.0
526,9300-100,0.02
526,33-1720,0.0044
526,33-1160,0.0044
526,33-1539,1.0
223,10-5440,1.0
223,30-2440,1.0
223,33-2380,2.0
223,33-1140,1.0
223,25-1515,1.0
122,9300-160,0.13
122,9301-100,1.0
628,9301-100,1.0
628,40-1990,0.06
628,9301-160,0.33
340.6,9300-487,1.0
340.6,33-2380,2.0
340.6,33-1140,1.0
340.6,33-2040,1.0
527,9302-240,2.0
527,9300-100,0.002
527,33-1720,0.0008
527,33-1160,0.0008
527,33-1539,0.5
123,9300-160,0.09
123,9301-100,1.0
629,9301-100,1.0
629,40-2000,0.03
629,9301-160,0.27
340.7,33-2380,2.0
340.7,33-2040,1.0
340.7,33-2581,1.0
340.7,9300-486,1.0
528,9302-240,6.0
528,9300-100,0.05
528,33-1720,0.01
528,33-1160,0.01
528,33-1539,2.0
537.2,33-13025,0.02
630,40-1020,1.0
529,9302-240,4.0
529,9300-100,0.01
529,33-1720,0.0044
529,33-1160,0.0044
529,33-1539,1.0
450,41-1501,0.15
651,40-1974,2.0
380.3,33-2000,0.08
380.3,33-2020,2.0
380.3,13-1020,120.0
380.3,12-1560,50.0
193,9300-484,0.1
544,9302-270,2.0
182.1,9301-100,1.0
182.1,9301-160,0.04
546,33-1289,0.2
999,LABOR,0.0
380.2,9301-253,1.0
400.2,9301-253,1.0
402.1,9301-253,1.0
412,9301-253,1.0
412,9301-241,1.0
420.2,9301-241,1.0
420.2,9301-253,1.0
651.1,40-1420,1.0
639.6,9301-160,0.08
213,0002-10,1.0
213,22-1087,1.0
510,33-1340,6.0
510,40-1462,1.0
510.1,33-1340,6.0
510.1,40-1462,1.0
510.2,33-1340,6.0
510.2,40-1462,1.0
510.3,33-1340,6.0
510.3,40-1462,1.0
510.4,33-1340,6.0
510.4,40-1462,1.0
510.5,33-1340,6.0
510.5,40-1462,1.0
510.6,33-1340,0.0
510.6,40-1462,0.0
511,33-1340,6.0
511,40-1462,1.0
511.1,40-1462,1.0
511.1,33-1340,6.0
511.2,40-1462,1.0
511.2,33-1340,6.0
512,40-1462,1.0
512,33-1340,6.0
512.1,33-1340,6.0
512.1,40-1462,1.0
512.3,40-1462,1.0
512.3,33-1340,6.0
628.1,9301-100,1.0
628.1,9301-160,0.33
629.1,9301-100,1.0
629.1,9300-313,0.03
631.1,9301-100,1.0
631.1,9300-312,0.03
632.1,9301-100,1.0
632.1,9300-311,0.05
634.1,9301-100,1.0
634.1,9301-160,0.45
400.3,9301-299,1.0
400.3,9301-210,0.15
630.4,40-1100,2.0
630.4,40-1462,1.0
400.3,9301-241,1.0
400.3,9301-253,1.0
600.3,40-1441,1.0
600.4,40-1412,1.0
600.5,40-1503,1.0
600.6,40-4092,1.0
601.3,40-1501,1.0
600.7,40-1461,1.0
403,9301-257,1.0
403,9301-210,0.25
403,13-1604,2.0
616,40-4022,1.0
616,40-1620,1.0
618,40-1640,1.0
618,40-5207,1.0
542.2,9302-240,10.0
542.2,33-1160,0.12
542.2,9302-270,7.5
542.2,33-1340,10.0
542.2,33-1360,1.0
601.4,40-4100,1.0
449,9300-160,1.0
208,9300-220,0.01
208,9301-100,1.0
209,9300-240,0.01
209,9301-100,1.0
639.7,GRAVEL,0.05
220,10-1173,1.0
220.1,10-1173,1.0
220.2,10-1173,1.0
220.3,10-1173,1.0
221,10-1173,1.0
222,10-1173,1.0
223,10-1173,1.0
223.1,10-1173,1.0
223.2,10-1173,1.0
223.3,10-1173,1.0
223.5,10-1173,1.0
223.6,10-1173,1.0
210,10-1173,1.0
212,10-1173,1.0
230,11-3150,1.0
240.1,11-3150,1.0
241,11-3150,1.0
241.1,11-3150,1.0
242,11-3150,1.0
451,41-1501,10.0
449,41-1501,0.15
186,9301-160,0.05
186.1,9301-160,0.07
499.2,9302-240,50.0
499.2,9300-100,18.0
499.2,33-1720,3.0
499.2,33-1160,3.0
499.2,9302-241,3.0
499.2,33-1340,100.0
499.2,40-1462,4.0
636.3,33-1181,0.1
636.3,9301-140,0.006
627,9301-160,0.05
604,40-1602,1.0
629.1,9301-160,0.27
631.1,9301-160,0.17
632.1,9301-160,0.12
634.1,40-1985,0.1
628.1,40-1996,0.02
394,075-2300,1.0
380,20-1080,2.0
380.1,20-1080,2.0
380.2,20-1080,2.0
390,20-1020,2.0
390.1,20-1040,2.0
391,20-1020,2.0
395,20-1040,2.0
395.1,20-1100,2.0
398,20-1060,2.0
399,20-1080,2.0
400.1,20-1080,2.0
400.2,20-1080,2.0
400.3,20-1120,2.0
402,20-1080,2.0
402.1,20-1080,2.0
402.2,20-1080,2.0
546.1,33-1289,6.0
799,9301-160,0.01
799,33-13035,0.08
627.1,9301-160,0.05
600.9,40-4106,1.0
607,33-5052,1.0
607,40-0007,1.0
638.1,12-3002,8.0
638.1,13-1172,20.0
638.1,33-2381,2.0
210.5,10-5440,1.0
210.5,25-1521,1.0
210.6,10-5440,1.0
210.6,25-1522,1.0
636.4,40-4009,0.2
370.11,25-1523,1.0
602.1,40-1420,1.0
600.8,40-1974,2.0
636.5,30-2726,60.0
636.5,9301-180,1.0
636.5,9301-210,0.05
636.5,9301-140,0.6
636.6,30-2726,200.0
636.6,30-2716,1.0
636.6,9301-140,0.03
207.3,13420-217,2.0
207.3,12-1560,15.0
207.3,406-005UV,2.0
207.3,407-005UV,2.0
207.3,401-005UV,2.0
207.3,402-005UV,1.0
207.3,13420-220,3.0
207.3,33-1120,4.0
207.3,13420-208,5.0
207.2,13240-215,1.0
420.4,40-5218,1.0
420.4,9301-210,0.12
420.4,9301-244,1.0
420.4,33-2380,2.0
420.5,9301-183,1.0
420.5,9301-210,0.12
420.5,9301-244,1.0
420.5,33-2380,2.0
420.5,9301-241,1.0
420.5,9301-253,1.0
125,9300-140,0.06
125,9301-100,1.0
126,9300-160,0.05
126,9301-100,1.0
127,9300-180,0.04
127,9301-100,1.0
128,9300-200,0.04
128,9301-100,1.0
129,9300-220,0.03
129,9301-100,1.0
135,9300-240,0.02
135,9301-100,1.0
136,9300-260,0.02
136,9301-100,1.0
114.1,9301-100,1.0
124.1,9301-100,1.0
144.1,9301-100,1.0
154.1,9301-100,1.0
134.1,9301-100,1.0
164.1,9301-100,1.0
172.1,9301-100,1.0
172.1,9301-160,0.05
154.1,9301-160,0.05
164.1,9301-160,0.05
185.1,9301-100,1.0
185.1,9301-160,0.05
187.1,9301-100,1.0
187.1,9301-160,0.06
187.2,9301-100,1.0
187.2,9301-160,0.05
186.2,9301-100,1.0
186.2,9301-160,0.05
639.6,32-1057,2.0
395,33-2020,2.0
395.1,33-2020,1.0
396,33-2020,1.0
390,33-2020,2.0
390.1,33-2020,1.0
391,33-2020,1.0
391.1,33-2020,1.0
210,32-1056,1.0
210.1,32-1056,1.0
210.2,32-1056,1.0
210.3,32-1056,1.0
210.5,32-1056,1.0
210.6,32-1056,1.0
213,32-1056,1.0
230,32-1056,1.0
360,32-1056,1.0
370.7,32-1056,1.0
370.8,32-1056,1.0
371,32-1056,1.0
370,32-1056,1.0
370.1,32-1056,1.0
636.7,30-2726,50.0
636.8,40-1421,1.0
431,9301-120,0.1
431,9301-140,0.5
638,40-1260,1.0
534.1,33-1739,0.0038
602.2,40-4030,1.0
370.91,0002-45,1.0
370.91,32-1056,1.0
220.4,10-5440,1.0
220.4,15-1160,1.0
220.4,25-1522,1.0
395,406-010,2.0
210.4,32-1056,1.0
220.1,32-1056,1.0
220.2,32-1056,0.0
220.3,32-1056,1.0
220.4,32-1056,1.0
223,32-1056,1.0
223.1,32-1056,1.0
223.2,32-1056,1.0
223.3,32-1056,1.0
223.5,32-1056,1.0
223.6,32-1056,1.0
240,32-1056,1.0
240.1,32-1056,1.0
241,32-1056,1.0
241.1,32-1056,1.0
242,32-1056,1.0
250.1,32-1056,1.0
251,32-1056,1.0
171.1,9301-100,1.0
153.1,9301-120,1.0
635.11,95-0400,0.0
639.8,9301-210,0.02
548,12-1440,21.0
548,9300-666,1.0
548,9302-245,4.0
471,12-3011,5.0
471,33-2603,1.0
639.9,20-2080,1.0
568,9302-240,2.0
568,9300-100,0.02
568,33-1720,0.001
568,33-1160,0.001
640.1,30-2726,20.0
630.4,40-1300,1.0
1006,15-1582,0.05
1007,15-1583,0.05
1008,15-1584,0.05
1009,15-1585,0.05
1010,15-1586,0.05
243,15-1020,1.0
243,15-1100,1.0
223.7,30-2440,1.0
223.7,33-2040,1.0
223.7,32-1056,1.0
380.4,32-1001,1.0
380.4,9301-210,0.05
380.4,33-2020,2.0
380.4,33-2000,0.08
380.4,12-2248,3.0
380.4,9301-240,1.0
380.4,9301-241,1.0
380.4,20-1080,2.0
420.6,15-1740,1.0
420.6,15-1750,1.0
420.6,15-1580,1.0
420.6,15-1590,2.0
420.6,9301-210,0.12
420.6,9301-244,1.0
420.6,33-2380,2.0
420.6,9301-241,1.0
420.6,32-1002,1.0
400.4,32-1002,1.0
400.4,9301-210,0.12
400.4,9301-241,1.0
400.4,20-1100,2.0
380.5,32-1007,1.0
380.5,33-5070,2.0
380.5,40-1054,1.0
380.5,9301-210,0.05
380.5,32-1011,4.0
482,2300-310,1.0
482,13-1166,10.0
432,32-1010,1.0
432,9301-210,0.03
432,33-5070,2.0
432,32-1011,3.0
432,33-1304,1.0
100,33-1961,0.0005
101,33-1961,0.0005
102,33-1961,0.0005
110,33-1961,0.0005
111,33-1961,0.0005
112,33-1961,0.0007
113,33-1961,0.0005
113,33-1962,0.0005
114,33-1961,0.0005
114.1,33-1961,0.0005
120,33-1961,0.0005
121,33-1961,0.0005
122,33-1961,0.0007
122,33-1962,0.0007
123,33-1961,0.0005
123,33-1962,0.0005
124,33-1961,0.0005
124.1,33-1961,0.0005
125,33-1961,0.0005
126,33-1961,0.0005
127,33-1961,0.0005
128,33-1961,0.0007
129,33-1961,0.0007
130,33-1961,0.0005
131,33-1961,0.0005
132,33-1961,0.0007
132,33-1962,0.0007
133,33-1961,0.0005
133,33-1962,0.0005
134,33-1961,0.0005
134.1,33-1961,0.0005
135,33-1961,0.0007
136,33-1961,0.001
140,33-1961,0.0007
141,33-1961,0.0007
142,33-1961,0.001
142,33-1962,0.001
143,33-1961,0.0007
143,33-1962,0.0007
144,33-1961,0.0007
144.1,33-1961,0.0007
150,33-1961,0.0007
151,33-1961,0.0007
152,33-1961,0.001
152,33-1962,0.001
153,33-1961,0.0007
153,33-1962,0.0007
154,33-1961,0.0007
154.1,33-1961,0.0007
160,33-1961,0.0007
161,33-1961,0.0007
162,33-1961,0.001
162,33-1962,0.001
163,33-1961,0.0007
163,33-1962,0.0007
164,33-1961,0.0007
164.1,33-1961,0.0007
170,33-1961,0.001
170,33-1962,0.001
171,33-1961,0.0007
171,33-1962,0.0007
172,33-1961,0.0007
172.1,33-1961,0.0007
180,33-1961,0.001
180,33-1962,0.001
181,33-1961,0.001
181,33-1962,0.001
182,33-1961,0.001
182,33-1962,0.001
182.1,33-1961,0.001
182.1,33-1962,0.001
185,33-1961,0.001
185.1,33-1961,0.001
186,33-1961,0.001
186.1,33-1961,0.001
186.2,33-1961,0.001
187.2,33-1961,0.001
200,33-1961,0.0005
200.1,33-1961,0.0005
201,33-1961,0.0005
201.1,33-1961,0.0005
202,33-1961,0.0005
202.1,33-1961,0.0005
203,33-1961,0.0005
203.1,33-1961,0.0005
204,33-1961,0.0007
204.1,33-1961,0.0007
205,33-1961,0.0007
205.1,33-1961,0.0007
206,33-1961,0.0007
206.1,33-1961,0.0007
207,33-1961,0.0007
207.1,33-1961,0.0007
208,33-1961,0.0007
209,33-1961,0.0007
637.4,33-5070,8.0
637.4,32-1020,1.0
1011,95-0410,0.01
630.2,40-1020,1.0
633.1,40-2080,2.0
633.1,40-2050,1.0
625.2,33-1333,0.05
625.2,33-1304,5.0
625.2,40-1880,0.05
600.1,40-1880,1.0
481,32-1007,1.0
482,32-1007,1.0
637.5,25-1431,1.0
637.5,27-1053,1.0
637.5,32-1191,2.0
637.5,22-1199,2.0
637.5,9312-221,2.0
637.5,15-2040,3.0
637.5,15-1560,2.0
637.5,20-1650,2.0
637.5,1-900,1.0
637.5,95-0049,1.0
637.5,32-1011,2.0
637.5,100-201,9.0
637.5,33-13025,0.33
637.5,40-1749,1.0
545.4,33-13025,0.19
545.4,33-1304,2.5
402.4,40-1421,1.0
402.4,33-13025,0.01
402.4,33-1141,1.0
402.4,33-2380,2.0
402.4,050-060,1.0
402.4,407-005,1.0
402.4,26-1066,1.0
630.3,29-0046,1.0
410.4,15-2130,1.0
410.4,15-2167,1.0
410.4,15-1240,1.0
410.4,9301-250,1.0
410.4,33-1141,1.0
410.4,33-2385,2.0
620.1,40-1860,0.1
625.21,33-13025,0.05
625.21,33-1304,5.0
625.21,40-1880,0.1
621.1,33-13025,0.05
621.1,33-1304,5.0
621.1,40-1860,0.02
625.1,40-1880,0.08
626.1,9300-281,0.08
627.11,40-1890,0.1
627.11,9301-160,0.05
632.11,9301-100,1.0
632.11,40-2020,0.1
632.11,9301-160,0.12
631.11,9301-100,1.0
631.11,40-2010,0.07
631.11,9301-160,0.17
631.12,9301-100,1.0
631.12,9300-312,0.06
631.12,9301-160,0.17
629.11,9301-100,1.0
629.11,40-2000,0.07
629.11,9301-160,0.27
629.12,9301-100,1.0
629.12,9300-313,0.06
629.12,9301-160,0.27
627.12,9300-282,0.1
627.12,9301-160,0.05
632.12,9301-100,1.0
632.12,9300-311,0.06
632.12,9301-160,0.12
610,40-1100,1.0
610,40-1020,1.0
605,40-1100,1.0
605,40-1020,1.0
605,40-1974,2.0
660,33-1377,0.0003
625.4,9300-280,0.05
625.4,33-1333,0.05
625.4,33-1304,5.0
472,9301-283,1.0
472,9301-210,0.35
610,40-1974,2.0
381.2,20-1100,2.0
402.5,20-2000,1.0
402.5,20-2100,1.0
402.5,20-2110,1.0
402.5,15-1100,1.0
402.5,13420-006,2.0
402.5,40-1421,1.0
402.5,33-13025,0.01
605.1,40-1100,1.0
605.1,40-1140,0.0
605.1,40-1020,1.0
637.6,30-2726,80.0
630.5,40-1100,1.0
630.5,40-1140,1.0
630.6,9300-283,1.0
630.6,9300-284,1.0
630.6,9300-285,1.0
499.3,9302-240,40.0
499.3,9300-100,10.0
499.3,33-1720,2.0
499.3,33-1160,2.0
499.3,9302-181,6.0
499.3,33-1340,60.0
499.3,40-1462,3.0
243,40-1421,1.0
194,9300-311,0.02
194,9301-100,1.0
194,9301-160,0.07
194,33-1961,0.001
630.5,40-1020,1.0
617,40-1020,1.0
243,22-1290,1.0
800.1,9302-271,0.006
800.1,95-0411,0.001
800.1,33-1296,0.25
619,33-5056,1.0
619,40-0007,1.0
619,401-070,1.0
402.6,32-1002,1.0
402.6,9301-210,0.01
402.6,9301-241,1.0
402.6,9301-253,1.0
451,12-6000,20.0
630.5,40-1397,1.0
630.6,40-1397,1.0
800.1,95-0410,0.006
402.7,40-1427,1.0
402.7,33-13025,0.01
402.7,1324-144,1.0
402.7,1324-146,1.0
600,40-1974,2.0
600.1,40-1974,2.0
600.2,40-1974,2.0
600.3,40-1974,2.0
600.4,40-1974,2.0
600.5,40-1974,2.0
600.6,40-1974,2.0
600.7,40-1974,2.0
600.9,40-1974,2.0
601,40-1974,2.0
601.1,40-1974,2.0
601.2,40-1974,2.0
601.3,40-1974,2.0
601.4,40-1974,2.0
602,40-1974,2.0
602.1,40-1974,2.0
602.2,40-1974,2.0
603,40-1974,2.0
604,40-1974,2.0
605.1,40-1974,2.0
606,40-1974,2.0
607,40-1974,2.0
610.1,40-1974,2.0
611,40-1974,2.0
615,40-1974,2.0
616,40-1974,2.0
617,40-1974,2.0
618,40-1974,2.0
619,40-1973,4.0
800.1,33-13035,0.02
611.1,40-1640,1.0
611.1,40-1581,1.0
611.1,40-1974,2.0
800.1,95-0074,0.04
800.1,33-1529,0.002
507.7,9302-240,7.0
507.7,9300-100,0.25
507.7,33-1720,0.03
507.7,33-1160,0.03
507.7,33-1210,2.0
507.7,9302-245,3.0
507.7,33-1340,10.0
507.7,40-1462,1.0
535.1,0519-100,2.5e-05
535,0519-100,2.5e-05
800.1,95-0078,0.0002
503.4,9302-243,2.0
503.4,9302-245.1,6.0
503.4,9302-240,11.0
503.4,9300-100,0.7
503.4,33-1720,0.19
503.4,33-1160,0.1
503.4,33-1340,20.0
503.4,40-1462,1.0
380.6,32-1003,1.0
380.6,9301-210,0.06
380.6,33-2020,2.0
380.6,33-2000,0.08
380.6,12-2248,3.0
380.6,9301-240,1.0
380.6,20-1080,2.0
380.7,32-1000,1.0
380.7,9301-210,0.05
380.7,33-2020,2.0
380.7,33-2000,0.08
380.7,12-2248,3.0
380.7,9301-240,1.0
380.7,20-1080,2.0
380.7,9301-241,1.0
380.7,9301-253,1.0
630.2,40-1974,1.0
647,30-2042,1.0
212,32-1056,1.0
372,9300-140,1.0
372,32-1056,1.0
372,20-2341,3.0
374,20-2561,3.0
374,32-1056,1.0
212,15-1140,1.0
372,15-1280,1.0
374,15-1380,1.0
545.4,40-1975.1,4.0
545.3,40-1975.1,3.0
545,40-1975.1,4.0
545.1,40-1975.1,4.0
545.2,40-1975.1,6.0
562,33-1286,0.2
606,40-1100,1.0
610.1,40-1880,1.0
611,40-1880,1.0
611.1,40-1880,1.0
651,40-1620,1.0
638.5,40-4009,100.0
638.6,40-4009,200.0
800.1,33-1289,0.05
800.1,33-1304,1.1
800,95-0411,0.001
641,40-4009,0.1
225,0002-46,1.0
225,32-1056,1.0
630.3,40-1020,1.0
1013,95-0410,0.05
1013,9301-160,0.09
630.3,40-1974,2.0
601.1,40-1880,1.0
615.1,40-4012,1.0
615.1,40-1620,1.0
615.1,40-1974,2.0
616.1,40-4019,1.0
616.1,40-1620,1.0
616.1,40-1974,2.0
501.3,9302-243,2.0
501.3,9302-245.1,6.0
501.3,9302-240,13.0
501.3,9300-100,0.8
501.3,33-1720,0.25
501.3,33-1160,0.1
501.3,33-1340,30.0
501.3,40-1462,2.0
499.4,9302-240,35.0
499.4,9300-100,8.0
499.4,33-1720,2.0
499.4,33-1160,1.5
499.4,9302-241,2.0
499.4,33-1340,50.0
499.4,40-1462,3.0
522,33-3018,0.0002
522,33-1730,0.0002
520,33-3018,0.0011
520,33-1730,0.0011
519,33-3018,0.003
519,33-1730,0.003
510,33-3018,0.003
510,33-1730,0.003
507,33-3018,0.009
507,33-1730,0.009
505,33-3018,0.02
505,33-1730,0.02
503,33-3018,0.05
503,33-1730,0.05
501,33-3018,0.05
501,33-1730,0.05
500,33-3018,0.15
500,33-1730,0.15
800.2,9302-271,0.006
800.2,95-0411,0.001
800.2,33-1296,0.25
800.2,33-1304,1.1
800.2,95-0410,0.006
800.2,33-1303,0.02
800.2,95-0122,0.07
800.2,33-1529,0.002
800.2,95-0078,0.0002
800.2,33-1289,0.05
522,32-1056,1.0
520,32-1056,1.0
519,32-1056,1.0
516,32-1056,1.0
513,32-1056,1.0
510,32-1056,1.0
507,32-1056,1.0
505,32-1056,1.0
503,32-1056,1.0
601.2,40-1020,1.0
601.3,40-1020,1.0
601,40-1020,1.0
601.1,40-1020,1.0
601.4,40-1020,1.0
602,40-1020,1.0
142,33-1964,0.001
152,33-1964,0.001
162,33-1964,0.001
170,33-1964,0.001
132,33-1964,0.0007
122,33-1964,0.0007
112,33-1964,0.0007
112,33-1962,0.0007
610.1,40-1020,1.0
611,40-1020,1.0
611.1,40-1020,1.0
615,40-1020,1.0
615.1,40-1020,1.0
616,40-1020,1.0
616.1,40-1020,1.0
469,21-2390,1.0
635.11,95-0049,1.0
651,40-1020,1.0
505.3,33-3018,0.01
505.11,9300-100,0.3
505.11,9302-240,9.0
505.11,33-1720,0.06
505.11,33-1160,0.03
505.11,9302-245,4.0
505.11,33-1340,15.0
505.11,40-1462,1.0
505.11,33-3018,0.01
505.11,33-1720,0.08
505.11,32-1056,1.0
505.11,9302-263,1.0
507.8,9302-263,1.0
507.8,9300-100,0.25
507.8,9302-240,7.0
507.8,33-1720,0.03
507.8,33-1160,0.02
507.8,9302-245,4.0
507.8,33-1340,10.0
507.8,40-1462,1.0
507.8,33-3018,0.01
507.8,33-1720,0.01
507.8,32-1056,1.0
192,33-1120,0.1
193,33-1120,0.1
191,33-4520,0.12
191,9300-480,0.05
402.8,32-1020,1.0
402.8,9301-210,0.01
402,13420-275,2.0
402.1,13420-275,2.0
402.2,13420-275,2.0
402.3,13420-275,2.0
402.4,13420-275,2.0
402.5,13420-275,2.0
402.6,13420-275,2.0
402.7,13420-275,2.0
402.8,13420-275,2.0
630,40-1974,2.0
637.9,30-2726,30.0
137,33-1961,0.001
137,9301-100,1.0
137,9300-280,0.02
